review,idx,Location_true,Noisy_true,Scenic Spot_true,Transportation_true,Room Size_true,Smell_true,Recreation Facilities_true,Amenities_true,Bathroom_true,In-room Facilities_true,Renovation_true,View_true,Cleanliness_true
el departamento era exactament como estaba en la foto tenia toda la comodidad para pasar uno dia en hollywood lavavajilla jabon para el mismo igual que para el lavarropa toalla toallon por dema esta una cuadra del centro de hollywood muy bien ubicado tuvimo ningun inconvenient con el garag la entrega de la llave la realizo moka pero trave de una amiga no hizo llegar la misma el dia de nuestra llegada la hs convenida previament sin duda lo recomendaria,814600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amanda place absolut love exactli describ met amanda minut instruct easi clear let know allerg cat took special effort clean make sure bother allergi stay neighborhood conveni safe would definit recommend,790260,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
look exactli pictur towel room room hous perman lodger other air bnb overal problem good vibe,324593,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
nice place well decor comfort clean host nice well good wifi,801142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
happier alex place got held melbourn due sick children understand help apart roomi comfi great locat definit recommend,155292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
christin super host deal realli easi clear commun apt situat super peac part silverlak amazingli quiet near main road close griffith park hike coupl great street food coffe etc clean perfect size peopl realli home cat wonder addit found hard say goodby would definit stay,627848,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
veronica place great also nice arriv nearli around midnight wait us gave us warm welcom wonder experi veronica place la,508889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
la ubicacion del edificio la comodidad son muy buena lo recomiendo,160065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
excel stay last weekend son check ucla neighborhood nice enjoy walk westwood everi night breakfast dinner nicol gave us great recommend restaur welcom help throughout stay loft beauti decor room comfort,520912,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
host attent respect privaci room big enough one person cozi two iron iron board hairdryer toothbrush gener snack neighborhood felt safe plenti shop restaur nearbi would return,455875,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
place rock fill beauti light stellar view echo park area beyond incred space inhabit weekend lo angel phoeb great host,21134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
locat great safe area,841379,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kk made feel total welcom introduc wonder glass lemonad long time even get snack room love love bathroom thank extra blanket,943692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nathan great host respons profession time manner would definit recommend airbnb famili,245764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great place love locat sinc close everyth look remind use live la gia place well kept clean park space super help well neighbor littl noisi music movi time never inappropri time would stay,601906,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
nice unit great locat host,105925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bardzo duzi pokoj z duzym wygodnym ozkiem niedaleko jak na warunki la od oceanu swietni gospodarz odpowiadajaci natychmiastowo na wiekszosc pytan azienka odrobin stara ale wszystkiego miec nie mozna za tak atrakcyjna cene polecam,324602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
place clean larg comfort sandra respons easi commun friend wonder time definit look stay next time la,519580,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jose perfect host littl oasi perfect friend love decor thought amen chicagoan excit see dunkin donut k cup amen nice make sure check cafe oaxaca nearbi la monarca bakeri addict target taco also nearbi also nice space car conveni freeway got dtla minut traffic low,446281,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artemi great host respons easi book extend reserv last moment accommod,910487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apart safe la locat close local shop ucla clean suitabl adult host incred help friendli access attend need immedi highli recommend stay would book small issu microwav,712810,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,688073,,,,,,,,,,,,,
perfect spot stay solo la dustin love place super cosi well equip bed insan comfort easi walk distanc lot cute eateri stuff peopl though shower bed quit short,426726,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mn away sunset junction guesthous perfect explor lo feliz silverlak neighborhood hous cute quiet,744628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
thank hoon imaz apart sweet help,378132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
everyth advertis greet upon arriv shown around properti wonder amen close everyth perfect spot luxuri set portabl price experi hollywood live also love offstreet park,899217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
check late due schedul debb made smooth suggest altern solut keep process smooth great neighbourhood coupl good food option around corner good stay great valu friendli host back sure,783553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cottag hous hideaway expect cozi locat great dustin great host easi check great commun street park problem abl park right front whole weekend stay thank dustin,471561,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
luck meet person dean spend week fabul rock n roll villa back,353392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
derek fantast reachabl amen start place sweet deal area walk distanc lot great bar restaur howev park daili nightli struggl abl park mani nearbi street without permit fine keep mind stay full guest peopl essenti sleep next couch pull right next side section front window miss slat live room made bit cold well sleep everyth els great would definit recommend afford option prime locat,504780,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
stacey extrem respons commun love list food recommend studio perfect size three peopl locat safe plenti street park quit luxuri la clean cozi welcom chocol note appreci thank stacey make first airbnb stay great one,468651,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
place bad kinda compar low end hostel privat room share bathroom worst part dirti floor bathroom lot citi nois review mention locat pretti good min airport hollywood easi walk nearbi restaur bar,853472,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0
amaz stay apart vey modern plenti room everyth need absolut love,293136,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice would stay photo accur brock respons case need anyth extrem time neighborhood conveni enjoy lamil coffe immens,280909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wonder apart locat good conveni get anywher view look outsid window great indoor layout uniqu jeremiah style jeremiah host consider hospit gener speak pleasant delight guest experi,602382,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
moniqu steve realli nice place comfi clean coupl incid nois upstair bnb er told concern work get thing straighten littl room next door laundri facil great access would definit recommend,595124,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
great time great place interior apart nice stylish view terrac super locat lo feliz surround area amaz explor foot sunset drive start arround corner nice restaur close apart manag pillow direct contact codi everyth well prepar arrivi appreci coffe coffe machin,525971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
beauti apart well locat would recommend case sensit nois jacuzzi fireplac make place someth special,124624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decid last minut go visit lo angel thank dan safe secur spot stay europ time despit went way organ cleaner apart accommod book commun everyth need know apart stay check trip see everyth go well also gave recommend place thought would enjoy appreci dan hous great locat walk distanc shop restaur get around la best suit vehicl though made use uber pool dan hous everyth need enjoy comfort stay would recommend futur travel,627788,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
awesom stay elliot airstream close airport super chill definit recommend star,359298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nathaniel ashley realli commit host friend even though second guest weekend hard parti visitor everyth could make us feel comfort home stay ten day everyth need could eben built littl extra bed hous realli histor well intact neighbourhood quiet beauti melros ave grove around corner make us feel home even provid austria relat book schwarzenegg haha congeni chill host pleasant privaci beauti calm locat lie definit say hi return thank lot everyth nathaniel ashley schalom,638463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stay great space excel courtney help definit plan stay next time la area,96199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
moniqu danni realli cool friendli went way make stay comfort conveni locat amaz place everyth need would love stay next time,262600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jordan made feel right home attent great locat beauti place stay,807587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
patrick great host need last minut place stay patrick save busi well busi relationship,708897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paul great host realli enjoy stay paul appreci effort make stay perfect locat list walk distanc hollywood boulevard ideal explor hollywood,249074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great stay jeff place hous manual extrem detail help arriv went smoothli room comfort clean great fun twin peak fan access everyth need includ copiou amount clean towel locat buzz part downtown la realli conveni close public transport though felt safe walk street dark problem us howev uber cheap la drop us straight door would absolut recommend list would stay,666100,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
gu place awesom locat good walkabl distanc walk fame gu assist friendli bring us around apart show us around bad could stay one night definit recommend,434932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juli place realli cute nice clean juli sweet help anyth make stay even comfort famili stay day feel like home alreadi commun quit definit recommend friend want visit la,37411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
roshawn attent host stock apart kind amen apart attract clean roshawn like artifici scent room tast tv access internet base program like netflix etc overal great first time airbnb experi us,148039,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ian place exactli describ spare simpl clean bed comfort dish etc avail kitchenett central everyth wall thick room therefor quiet coffe right around corner ian went way make us comfort brought extra bed towel request,523085,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
nice man rent place definit get recommend super flexibl kind,218746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alway feel welcom good place good peopl see next time,670393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shane realli nice host friendli made sure everyth ok arriv big citi flat old clean cosi bath kitchen work well lot space everybodi locat nice area short bike ride heart echo park mani bu stop get around access car like complet recommend place,267491,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0
love stay abbi place moment arriv abbi warm friendli full help tip stay made us feel complet welcom room stylish comfort felt total eas come go chill live room whenev need recharg appl tv help realli valu come back day explor vast la flat spaciou fascinatingli decor ozzi cat joy around whenev home back la anytim soon definit make beelin abbi place,887098,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
great,726820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
favorit place la,13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice locat cheap place stay,667118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
molli max incred easi work molli quick respond request question max courteou show us space stay photo match actual space loft top clean charm mention instagram friendli,921893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
disgracland simpl peac posit atmospher float around whole place host buddi reason peopl come extend stay due one safe lot space calm villag middl venic glamper stay perfect love abl escap coupl day still connect way art treat stay camper see never issu logist towel clean accommod anyth along line never everyth done around enjoy around posit appreci creativ great peopl great host buddi dog bebo treat visit venic,625961,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
room exactli like see pictur well mayb even bigger host nice answer question gave warm welcom although wish time share like place could keep privaci privat bathroom fridg stock stuff make easi get use pool return l definit come back ask use lena park thank much help kid hope disturb wake earli still jet lag,246820,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
host good commun sent inform need list expect photo love littl getaway great prefer quiet citi life recommend go walk top neighborhood,511306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mari place clean nice see check easi also check kindli explan place good locat visit hollywood awesom thank u mari,251559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
outstand locat close hollywood blvd clean comfort super fast wifi connect excel commun,442038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
love everyth oar hous absolut hidden gem histor beauti neighborhood main hous look like someth novel get better make way backyard scene becom like fairytal tree flower tomato almost much even hous yet cowork week road big shoot provid perfect place decompress get amaz sleep insan good shower matt great host super respons funni friendli stay mani time,307384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
host wonder met us place avail spot place wonder appoint amen promis even music play walk ina nice touch chapel spaciou well lit super clean neighborhood thrive sunset blvd right street great restaur shop host recommend fabul restaur ostrich barn excel food stay better two thumb way,346932,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
airstream amaz view outstand host realli nice well would definit recommend airbnb want someth differ great experi,715675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
le studio est situ sur le hauteur de lo angel echo park l endroit est calm et apais le studio est cosi avec tout ce qu il faut la piscin se trouv just cote pour fair quelqu longueur apr une journe harassant proximit avec univers studio rend en moin de min coley est tre sympa et accueillant ell laiss tout le indic pour passer un bon sejour airbnb vivement recommand,731161,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rebecca perfect host studio like describ girlfriend need place stay last minut made sure place stay thank much definit rent,100090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cannot express love experi stay edwin url hidden regret busi work littl time enjoy posit space thought creat abl visit hand recommend,944794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
david creat silver lake tuck behind inconspicu fenc shelter tree fig avocado along alreadi mention ficu eucalyptu ash bungalow two outdoor space transport one peac eas state mind provid much sun shade one desir throughout morn afternoon earli even soundtrack bird run water hideaway perfectli name week long stay cation greatest gift david clearli put great deal care construct hideaway charm simpli laid bungalow fill everyth one need noth bedroom mattress pillow solid closet space two yummi look robe made avail along iron board full length mirror tast bed curtain perfect skylight kitchen everyth requir prepar simpl pasta salad seriou multipl dish cook measur spoon whatnot plenti cupboard high low store groceri purchas trader joe gelson less ten minut walk hideaway ador breakfast counter two stool entertain guest food prep bathroom everyth one need toiletri blow dryer cloth hamper soft towel bathmat hot water love shower live room realli enjoy live space earli morn earli late even light option great allow never strain read place towel tv made tv stand puja tabl medit idea tv view plenti room roll yoga mat practic scoot furnitur side danc heart interact david delight access discreet david thought graciou host met face face halfway stay interact pitch perfect hideaway perfect pocket seren gal aim next time share david thought creation signific certain consid much oasi thank david,231662,1.0,0.0,1.0,0.0,3.0,0.0,1.0,5.0,4.0,1.0,0.0,1.0,2.0
stay night book straight forward denni quick respond throughout commun lucki enough meet denni twice stay we hous manag home much unfortun got meet love we text away help inform get hous find thing etc hous room pictur show clean tidi bed super comfi ensuit privaci plu littl terrac surround pretti tree huge tv nexflix much felt like hotel room west hollywood locat great everyth either walk distanc min uber hous road quit though get quit time nice ever la would definit love stay,25936,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
alejandra nice host realli enjoy stay la room exactli descript clean cozi room great locat close sever place la univers studio santa monica pier grove walk fame etcetera alway good park spot close hous max block away,87641,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
one favorit stay lo angel felt super welcom home crib spotless gorg exactli expect bed also great sleep also center hollywood great attract food nightlif etc,857648,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
much enjoy stay love hous room nice decor comfort outdoor garden space pretti privat neighborhood conveni restaur shop pleasant walk around andrew sarah friendli help would definit stay,856644,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
alway great servic locat cleanli would recommend anyon,339308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
el departamento es tal cual se muestra en la foto limpio moderno con todo lo necesario para sentirs en casa teniamo cierto item necesario para una buena estadia un buen cafe toalla sabana nueva sillon confort el colchon muy bueno el barrio es precioso elegant con bueno acceso loa ppale lugar turistico michael un buen anfitrion siempr respondio mi duda de manera rapida solidaria sin duda volveria hospedarm alli,503773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alexi alway help place advertis close lax,416142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bobbit hospit prompt commun place clean locat great anoth plu secur park,743169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
list accur home clean well appoint everyth need enjoy great stay coordin michael team easi throughout process made stay seamless,467636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
airbnb diehard weho retreat far best place ever stay seem hard believ actual locat better photo locat quiet easi walk restaur night life weho could stay forev would,260836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
codi flat beauti well locat hill lo feliz favorit neighborhood la flat clean fulli equip well decor view patio amaz one best airbnb experi far,870634,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
love hous perfect locat hous perfect famili girl trip quick get away hous surround nicest peopl would definit rent hous return la,297668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
host cancel reserv day arriv autom post,943089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love hospit nice price thank,516624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jj accommod flight delay arriv nearli midnight delici banana bread wait us fridg well snack breakfast goodi much appreci friendli siames cat welcom frequent visitor room list accur space larger photo led us believ bed comfort fridg microwav kettl came handi area quiet residenti street block santa monica blvd public transport access buse cheap ran frequent thank great stay jj sarah gabbi,244273,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
perfect stay thank,591532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guest hous nice size space nice neighborhood locat stay perfect weekend downsid would includ find park street often pack air condit,823413,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
pro apart clean modern locat heart hollywood within walk distanc numer restaur shop pool workout room ad bonu unit washer dryer save trip laundromat con book th floor apart ahead time ashley attempt switch th floor without notic sever apart build use strictli airbnb keep stay discreet possibl due build rule although spent week purchas toilet paper soap paper towel biggest complaint park hassl minut arriv never park pass despit promis sever time one would provid park attend threaten tow vehicl left overnight issu everi time went garag park situat make difficult enjoy stay,657338,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
wow view imagin beauti set take lo angel jacki respons accommod right highli recommend anyon want relax enjoy sceneri also nice hike around local trail see griffith reservoir hollywood sign,270668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
locat place phenomen quiet sanctuari right middl everyth unit neat clean nice amen definit look reserv come back confus thing advanc instruct sure go park park lot number unit number etc ahead time adriano met us key flexibl us arriv departur time great place,359052,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kirsten et kevyn ont ete tre sympa et souvent la maison pour repondr de question ou rendr un petit servic il aiment bien discut croisent plusieur personn ici tout en vivant la vie de famil pour moi c etait plutot cool comm ambianc la chambr est comm decrit et assez spacieus et le lit confort le prix est tre correct par rapport la prestat global fill rejoint quelqu jour et kirsten l accueilli comm une guest avec mauillag dessin crayon etc et kevyn n pa hesit donner de adress agent artistiqu dont cell qui occup de son fil desmond un champion de skate see thank kirsten kevyn,308284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wonder place accommod allow us check littl bit earlier beauti space lot room privaci,99966,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
last minut book turn amaz everyth describ excel locat close everyth includ park car darren made avail us need help anyth guesthous everyth need pot pan towel plate cup etc target close stock snack locat nice quiet even though close popular street would definit recommend coupl two peopl,493884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
realli enjoy stay hous great clean quiet lot extra nice touch easi host commun street park nice featur space small bigger compact fit,300597,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
great apart clean everyth need locat great nois midnight issu fine,738882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
wonder stay central clean friendli hous la would recommend place everyon crib pack n play babi would help better sleep utensil kitchen exampl water glass happi choic thank barvid,258828,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
quiet clean exactli describ neighbor friendli close everyth hollywood excel host,46951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
great stay conveni area close drive distanc mostli everyth host kind respons small issu noth seriou apart look exactli like pictur nice spaciou ton amen bed heavenli small complaint wifi slow bedroom hot day air condition main part apart would recommend highli would definit stay,427343,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
terri wonder host full energi help apart perfectli locat visit la hollywood highland metro walk fame block away anyth might need love dog thank terri,228276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sehr zu empfehlen wir hatten ein toll zeit diesem wundervollen apart die wohnung ist gemutlich sauber und sehr gut ausgestattet insb auch die kuch auch colleen ist ganz wunderbar und standig erreichbar fall etwa sein sollt wir haben un rundherum wohl gefuhlt und au diesem grund auch gleich unseren nachsten aufenthalt dem apart gebucht highli recommendend great time wonder apart condo cozi clean well equip esp kitchen also colleen wonder avail time case request colleen made us feel comfi even bought fresh flower fruit us alreadi book next stay paul apart,461920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
allen great host apart describ well complex good time even la one night,47300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howard place love spaciou comfort howard great host check see everyth need answer email promptli park car wrong place give us head massiv help recommend anyon stay definit come back next la,110263,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
place incred everyth could ask airbnb spaciou super close everyth ramey super help upon check star,720269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
everyth perfect thank much,313309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love stay awesom loft great locat explor dtla ton bike share bike nearbi delici food option gorgeou roof deck view pool hot tub,872286,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
great mari greet us first day check even recommend place us visit realli help mari husband made us feel home count ask better airbnb host would definit recommend stay even stay,513905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
realli welcom friendli host great hous place exactli like describ shown pictur good connect sightse spot,262540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
host welcom friendli abl laundri plenti food recommend walk drive short distanc,454959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
place pretti photo,258820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
upon time storybook cottag nestl dappl light lake silver hostess graciou fashion offer tour wisdom histor curios later afternoon scent orang blossom float wind stone step song bird fall water drift seclus afternoon siesta end even orang whiskey enjoy warmth stone captur flame splendid sleep dream took place kingdom watch crescent moonris fast broken wild asparagu delicaci enjoy along talk art polit angri sharp teeth beast snap man two gator beer mak er may discov dream enjoy hidden lyric song sung,930138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
home love pictur spaciou closet bathroom bright panoram view balconi small quaint kitchen spars suppli basic secur situat apart less desir host would give us address check meet obscur locat visibl mark told allow compani apart told could compani wait outsid street us come escort lobbi also unabl receiv deliveri packag work stay expect deliveri place quit obviou air bnb frown upon build host tri best keep tenant invis possibl make extrem uncomfort stay host make respons stay invis nervou uncomfort feel present felt total unsettl entir stay one point host want come apart tell us person allow compani return attempt reach within minut huge believ air bnb first time mayb experi total unhappi stay usual award star rave review sadli stay cannot,300508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
wonder experi second stay clean cozi host nice help great area well thank,825362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
brendan stina realli welcom made feel home stina even invit see show would love jetlag prevent say apart realli close public transport young solo femal travel made feel bit unsaf area run in dodgi peopl travel other bit street smart definit stay,598704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
great list amaz view love bed realli nice shower mathia amen gave us great suggest perfect hollywood getaway,19463,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
,204130,,,,,,,,,,,,,
excel host friendli warm first night left pizza good hungri good locat room comfort singl travel new ai url hidden appreci home home experi would highli recommend stay list visit thank,189587,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
